;Stopkode;Pos.nr.;Kode til stoppunkt;Short name;Længdegrad;Breddegrad;Long name;GPS-radius;Oprettet;UTM32_Easting;UTM32_Northing
3203;70100040;1;701000401;TIRSTRUP;10,68642600;56,30145900;Tirstrup (Syddjurs Kom);50;05/07/2022;604352;6240909
3204;70100040;2;701000402;TIRSTRUP;10,68417200;56,30136800;Tirstrup (Syddjurs Kom);50;05/07/2022;604213;6240896
3205;70100041;1;701000411;TIRSTRVESK;10,67866101;56,30049900;Tirstrup/Vesterkærvej (Syddjurs Kom);50;05/07/2022;603874;6240791
3206;70100041;2;701000412;TIRSTRVESK;10,67838100;56,30062800;Tirstrup/Vesterkærvej (Syddjurs Kom);50;05/07/2022;603857;6240805
3207;70100042;1;701000421;TIRSTREBEV;10,68692300;56,29923200;Tirstrup/Ebeltoftvej (Syddjurs Kom);50;05/07/2022;604389;6240662
3208;70100042;2;701000422;TIRSTREBEV;10,68719001;56,29975900;Tirstrup/Ebeltoftvej (Syddjurs Kom);50;05/07/2022;604404;6240721
3209;70100050;1;701000501;EGENSDYRHV;10,51385901;56,26925300;Egens/Dyrhøjvej (Syddjurs Kom);50;05/07/2022;593754;6237077
3210;70100050;9;701000509;EGENSDYRHV;10,51385496;56,26923645;Egens/Dyrhøjvej (Syddjurs Kom);50;05/07/2022;593754;6237075
3211;70100060;1;701000601;KNEBEL;10,48645894;56,21221590;Knebel (Syddjurs Kom);50;05/07/2022;592194;6230693
3212;70100060;2;701000602;KNEBEL;10,48639889;56,21220363;Knebel (Syddjurs Kom);50;05/07/2022;592190;6230691
3213;70100070;1;701000701;PORSKÆRMØL;10,48636607;56,21768708;Porskærvej/Møllebakken (Syddjurs Kom);50;03/04/2024;592175;6231301
3214;70100070;2;701000702;PORSKÆRMØL;10,48658557;56,21755920;Porskærvej/Møllebakken (Syddjurs Kom);50;03/04/2024;592189;6231287
3215;70100080;1;701000801;TVED;10,43459236;56,19669839;Tved (Syddjurs Kom);50;05/07/2022;589013;6228898
3216;70100080;2;701000802;TVED;10,44042937;56,19463565;Tved (Syddjurs Kom);50;05/07/2022;589380;6228676
3217;70100090;1;701000901;DEJRET;10,41076026;56,19876204;Dejret (Syddjurs Kom);50;05/07/2022;587530;6229097
3218;70100090;9;701000909;DEJRET;10,41068940;56,19850285;Dejret (Syddjurs Kom);50;05/07/2022;587526;6229068
3219;70100100;1;701001001;SKØDSHOVED;10,37697040;56,18103768;Skødshoved (Syddjurs Kom);50;05/07/2022;585473;6227082
3220;70100140;2;701001402;EBELTOFTC;10,68211500;56,19710000;Ebeltoft C (Syddjurs Kom);50;05/07/2022;604369;6229289
3221;70100140;9;701001409;EBELTOFTC;10,68213294;56,19719922;Ebeltoft C (Syddjurs Kom);50;05/07/2022;604370;6229300
3222;70100142;1;701001421;ELSEGÅRDEV;10,68241301;56,18694100;Elsegårdevej/Østeralle (Syddjurs Kom);50;05/07/2022;604415;6228159
3223;70100142;2;701001422;ELSEGÅRDEV;10,68281500;56,18702600;Elsegårdevej/Østeralle (Syddjurs Kom);50;05/07/2022;604440;6228169
3224;70100143;1;701001431;GRANSVING;10,67959394;56,18075218;Gransvinget/Østeralle (Syddjurs Kom);50;05/07/2022;604257;6227466
3225;70100143;2;701001432;GRANSVING;10,68061800;56,18097900;Gransvinget/Østeralle (Syddjurs Kom);50;05/07/2022;604320;6227493
3226;70100144;1;701001441;TOFTEVANGS;10,68263701;56,19223513;Toftevangsskolen (Syddjurs Kom);50;05/07/2022;604415;6228749
3227;70100144;2;701001442;TOFTEVANGS;10,68147499;56,19334200;Toftevangsskolen (Syddjurs Kom);50;05/07/2022;604340;6228870
3228;70100145;2;701001452;SKELHØJEVE;10,68181499;56,19976300;Skelhøjevej/Nørrealle (Syddjurs Kom);50;05/07/2022;604343;6229585
3229;70100190;1;701001901;DRÅBYVEJST;10,68036000;56,21017500;Dråbyvej/Strandgårdshøj (Syddjurs Kom);50;05/07/2022;604225;6230742
3230;70100190;2;701001902;DRÅBYVEJST;10,68050901;56,21017500;Dråbyvej/Strandgårdshøj (Syddjurs Kom);50;05/07/2022;604234;6230742
3231;70100191;1;701001911;GALGEBAKKE;10,68164000;56,20623600;Galgebakken/Strandgårdshøj (Syddjurs Kom);50;05/07/2022;604315;6230305
3232;70100191;2;701001912;GALGEBAKKE;10,68170500;56,20647200;Galgebakken/Strandgårdshøj (Syddjurs Kom);50;05/07/2022;604318;6230332
3233;70100192;1;701001921;STANDHOT;10,68210296;56,20490491;Strandg.høj Hotel Hvide (Syddjurs Kom);50;05/07/2022;604347;6230158
3234;70100192;2;701001922;STANDHOT;10,68222697;56,20493643;Strandg.høj Hotel Hvide (Syddjurs Kom);50;05/07/2022;604355;6230162
3235;70100193;1;701001931;NØRREALLE;10,68136225;56,20267616;Nørrealle/Nørreport (Syddjurs Kom);50;05/07/2022;604307;6229909
3236;70100193;2;701001932;NØRREALLE;10,68158086;56,20274823;Nørrealle/Nørreport (Syddjurs Kom);50;05/07/2022;604321;6229917
3237;70100240;1;701002401;ØKSENMØLLE;10,68444451;56,27630012;Øksenmølle (Syddjurs Kom);50;05/07/2022;604298;6238107
3238;70100240;2;701002402;ØKSENMØLLE;10,68456439;56,27639656;Øksenmølle (Syddjurs Kom);50;05/07/2022;604305;6238117
3239;70110010;1;701100101;MOLSKROEN;10,60288400;56,22998600;Molskroen (Syddjurs Kom);50;05/07/2022;599368;6232832
3240;70110010;2;701100102;MOLSKROEN;10,60276101;56,23015700;Molskroen (Syddjurs Kom);50;05/07/2022;599360;6232851
3241;70110011;1;701100111;NORDMANDSV;10,59810400;56,23122800;Nordmandsvej/Hovedgaden (Syddjurs Kom);50;05/07/2022;599069;6232963
3242;70110011;2;701100112;NORDMANDSV;10,59852501;56,23123400;Nordmandsvej/Hovedgaden (Syddjurs Kom);50;05/07/2022;599095;6232965
3243;70110020;1;701100201;ROSMUS;10,77119227;56,30409532;Rosmus (Syddjurs Kom);50;05/07/2022;609589;6241334
3244;70110020;2;701100202;ROSMUS;10,77109458;56,30400662;Rosmus (Syddjurs Kom);50;05/07/2022;609583;6241324
3245;70110030;1;701100301;EBELTOBUST;10,67705032;56,17984781;Ebeltoft Busterminal (Syddjurs Kom);50;05/07/2022;604102;6227362
3246;70110030;2;701100302;EBELTOBUST;10,67705732;56,17991432;Ebeltoft Busterminal (Syddjurs Kom);50;05/07/2022;604102;6227369
3247;70110050;1;701100501;BEGTRUP;10,50869569;56,17857470;Begtrup (Syddjurs Kom);50;05/07/2022;593655;6226979
3248;70110050;9;701100509;BEGTRUP;10,50884699;56,17869831;Begtrup (Syddjurs Kom);50;05/07/2022;593664;6226993
3249;70110060;1;701100601;KYSTVEJEN;10,66704901;56,22191800;Kystvejen/Vibæk Strandvej (Syddjurs Kom);50;05/07/2022;603368;6232028
3250;70110060;2;701100602;KYSTVEJEN;10,66769000;56,22149600;Kystvejen/Vibæk Strandvej (Syddjurs Kom);50;05/07/2022;603408;6231982
3251;70110061;1;701100611;VIBÆKSTRAN;10,66374499;56,22387100;Vibæk Strandvej/Kystvejen (Syddjurs Kom);50;05/07/2022;603157;6232241
3252;70110061;2;701100612;VIBÆKSTRAN;10,66433201;56,22391300;Vibæk Strandvej/Kystvejen (Syddjurs Kom);50;05/07/2022;603194;6232246
3253;70110062;1;701100621;STRANDLYNG;10,67280000;56,21690100;Strandlyngen/Vibæk Strandvej (Syddjurs Kom);50;05/07/2022;603738;6231479
3254;70110062;2;701100622;STRANDLYNG;10,67191800;56,21798300;Strandlyngen/Vibæk Strandvej (Syddjurs Kom);50;05/07/2022;603680;6231598
3255;70110063;2;701100632;RODSØVRØND;10,66247100;56,22627700;Rodsøvej/Røndevej (Syddjurs Kom);50;05/07/2022;603072;6232507
3256;70110064;1;701100641;RAVNSVKYST;10,65232200;56,22625900;Ravnsvej/Kystvejen (Syddjurs Kom);50;05/07/2022;602443;6232490
3257;70110064;2;701100642;RAVNSVKYST;10,65423925;56,22643382;Ravnsvej/Kystvejen (Syddjurs Kom);50;05/07/2022;602561;6232512
3258;70110065;1;701100651;HANDRUPGÅR;10,64149900;56,22719800;Handrupgårdsvej/Kystvejen (Syddjurs Kom);50;05/07/2022;601769;6232578
3259;70110065;2;701100652;HANDRUPGÅR;10,64113999;56,22733300;Handrupgårdsvej/Kystvejen (Syddjurs Kom);50;05/07/2022;601747;6232593
3260;70110070;1;701100701;KNEBELBRO;10,47250277;56,20291480;Knebelbro (Syddjurs Kom);50;05/07/2022;591351;6229639
3261;70110070;9;701100709;KNEBELBRO;10,47267776;56,20284615;Knebelbro (Syddjurs Kom);50;05/07/2022;591362;6229632
3262;70110080;1;701100801;VISTOFT;10,50188922;56,19273514;Vistoft (Syddjurs Kom);50;05/07/2022;593198;6228545
3263;70110080;9;701100809;VISTOFT;10,50217067;56,19272744;Vistoft (Syddjurs Kom);50;05/07/2022;593216;6228545
3264;70110090;1;701100901;LYNGSBKYST;10,61060601;56,22935500;Lyngsbækvej/Kystvejen (Syddjurs Kom);50;05/07/2022;599849;6232773
3265;70110090;2;701100902;LYNGSBKYST;10,60927600;56,22935800;Lyngsbækvej/Kystvejen (Syddjurs Kom);50;05/07/2022;599766;6232771
3266;70110091;1;701100911;STAMBÆKYST;10,62184500;56,22865200;Stambækvej/Kystvejen (Syddjurs Kom);50;05/07/2022;600547;6232711
3267;70110091;2;701100912;STAMBÆKYST;10,62147500;56,22884100;Stambækvej/Kystvejen (Syddjurs Kom);50;05/07/2022;600524;6232731
3268;70120010;1;701200101;BALLE;10,80702700;56,31619200;Balle (Syddjurs Kom);50;05/07/2022;611771;6242738
3269;70120010;2;701200102;BALLE;10,80715143;56,31605758;Balle (Syddjurs Kom);50;05/07/2022;611779;6242723
3270;70120011;1;701200111;NYBALLEVSØ;10,80047500;56,31201500;Nyballevej/Søndervang (Syddjurs Kom);50;05/07/2022;611378;6242263
3271;70120011;2;701200112;NYBALLEVSØ;10,80064399;56,31198800;Nyballevej/Søndervang (Syddjurs Kom);50;05/07/2022;611388;6242260
3272;70120012;1;701200121;HOEDVGLATV;10,81482000;56,31477200;Hoedvej/Glatvedvej (Norddjurs Kom);50;05/07/2022;612257;6242593
3273;70120012;2;701200122;HOEDVGLATV;10,81468100;56,31473300;Hoedvej/Glatvedvej (Norddjurs Kom);50;05/07/2022;612248;6242588
3274;70120020;1;701200201;HYLLESTED;10,76844701;56,28114100;Hyllested (Syddjurs Kom);50;05/07/2022;609485;6238776
3275;70120020;2;701200202;HYLLESTED;10,76843500;56,28106400;Hyllested (Syddjurs Kom);50;05/07/2022;609484;6238767
3276;70120030;1;701200301;ROSMUSSKOL;10,77322900;56,29855300;Rosmus Skole (Syddjurs Kom);50;05/07/2022;609731;6240721
3277;70120030;9;701200309;ROSMUSSKOL;10,77380357;56,29859534;NEDLAGT K23 Rosmus Skole (Syddjurs Kom);50;05/07/2022;609767;6240727
3278;70120040;1;701200401;STRANDS;10,48867304;56,18424804;Strands (Syddjurs Kom);50;05/07/2022;592399;6227583
3279;70120040;9;701200409;STRANDS;10,48872706;56,18422489;Strands (Syddjurs Kom);50;05/07/2022;592402;6227581
3280;70120050;1;701200501;STØDOV;10,50684224;56,13107251;Stødov (Syddjurs Kom);50;05/07/2022;593656;6221690
3281;70120060;1;701200601;REEPARK;10,74138996;56,26363376;Ree Park (Syddjurs Kom);50;04/01/2023;607859;6236785
3282;70130010;1;701300101;HOLMEBYGAD;10,74735000;56,23968000;Holme Bygade (Syddjurs Kom);50;05/07/2022;608296;6234128
3283;70130010;9;701300109;HOLMEBYGAD;10,74729161;56,23953667;Holme Bygade (Syddjurs Kom);50;05/07/2022;608293;6234112
3284;70130020;1;701300201;VRINNERS;10,49335800;56,24387500;Vrinners (Syddjurs Kom);50;05/07/2022;592546;6234225
3285;70130020;2;701300202;VRINNERS;10,49357500;56,24402500;Vrinners (Syddjurs Kom);50;05/07/2022;592559;6234242
3286;70130021;1;701300211;KIRKEVANG;10,49477600;56,24702300;Kirkevangen/Vrinners Bygade (Syddjurs Kom);50;05/07/2022;592626;6234577
3287;70130021;2;701300212;KIRKEVANG;10,49497000;56,24699100;Kirkevangen/Vrinners Bygade (Syddjurs Kom);50;05/07/2022;592638;6234574
3288;70130022;1;701300221;ANDRUPVMØL;10,49338601;56,23947500;Andrupvej/Møllebakken (Syddjurs Kom);50;05/07/2022;592558;6233735
3289;70130022;2;701300222;ANDRUPVMØL;10,49347800;56,23907800;Andrupvej/Møllebakken (Syddjurs Kom);50;05/07/2022;592565;6233691
3290;70130030;9;701300309;SKOVGÅRDE;10,78693907;56,25704606;Gamle Mejerivej/Skovgårde (Syddjurs Kom);50;05/07/2022;610699;6236124
3291;70130040;1;701300401;KONGSGÅRDE;10,52034773;56,14782326;Kongsgårde (Syddjurs Kom);50;05/07/2022;594454;6223572
3292;70140010;1;701400101;DRÅBY;10,70184201;56,22339200;Dråby (Syddjurs Kom);50;05/07/2022;605521;6232245
3293;70140010;9;701400109;DRÅBY;10,70203400;56,22335900;Dråby (Syddjurs Kom);50;05/07/2022;605533;6232242
3294;70140011;1;701400111;DRÅBYDALEN;10,69659200;56,21799200;Dråbydalen/Dråbyvej (Syddjurs Kom);50;05/07/2022;605210;6231636
3295;70140011;2;701400112;DRÅBYDALEN;10,69700800;56,21822500;Dråbydalen/Dråbyvej (Syddjurs Kom);50;05/07/2022;605235;6231663
3296;70140013;1;701400131;FOLBOHDRÅB;10,68567401;56,21195500;Folboholm/Dråbyvej (Syddjurs Kom);50;05/07/2022;604549;6230948
3297;70140013;2;701400132;FOLBOHDRÅB;10,68607600;56,21199100;Folboholm/Dråbyvej (Syddjurs Kom);50;05/07/2022;604574;6230952
3298;70140020;1;701400201;ESBY;10,53535571;56,12203916;Esby (Syddjurs Kom);50;05/07/2022;595450;6220724
3299;70140030;1;701400301;BORUP;10,53372598;56,13981100;Borup (Syddjurs Kom);50;05/07/2022;595305;6222699
3300;70150010;1;701500101;ØRBY;10,50534554;56,11848374;Ørby (Syddjurs Kom);50;05/07/2022;593593;6220287
3301;70160100;2;701601002;ØERFERIEBY;10,69156100;56,15395200;Øer Ferieby (Syddjurs Kom);50;05/07/2022;605073;6224502
3302;70160110;2;701601102;ELSEGÅRDE;10,72182501;56,16861100;Elsegårde (Syddjurs Kom);50;05/07/2022;606912;6226180
3303;70160120;2;701601202;BOESLUM;10,71182200;56,20299200;Boeslum (Syddjurs Kom);135;05/07/2022;606196;6229990
3304;70160120;9;701601209;BOESLUM;10,71106366;56,20186388;Boeslum (Syddjurs Kom);50;05/07/2022;606152;6229864
3305;70160130;2;701601302;KOBBERGÅRD;10,73124401;56,18199100;Kobbergårde (Syddjurs Kom);50;05/07/2022;607459;6227683
3306;70160140;9;701601409;AHLVSKOVG;10,65740044;56,17998650;Ahlvej/Skovgårde (Syddjurs Kom);50;05/07/2022;602882;6227348
3307;70160260;1;701602601;EGSMARKLUN;10,66383088;56,22627554;Egsmarklund (Syddjurs Kom);50;05/07/2022;603156;6232509
3308;70160270;1;701602701;RØNDEVTING;10,65940500;56,23369000;Røndevej/Tinghøjvej (Syddjurs Kom);50;05/07/2022;602862;6233327
3309;70160290;1;701602901;HANDRUP;10,63217900;56,23849500;Handrup (Syddjurs Kom);50;05/07/2022;601162;6233821
3310;70160300;1;701603001;KRAKÆRMØLB;10,62400200;56,24708600;Krakær/Mølbjergvej (Syddjurs Kom);50;05/07/2022;600633;6234766
3311;70160400;9;701604009;MOLSKRFUGL;10,60339999;56,22839300;Molskroen/Fuglsøvej (Syddjurs Kom);50;05/07/2022;599405;6232655
3312;70160410;1;701604101;FUGLSØCENT;10,52543901;56,18885100;Fuglsøcentret (Syddjurs Kom);50;05/07/2022;594669;6228145
3313;70160410;2;701604102;FUGLSØCENT;10,52639701;56,18854200;Fuglsøcentret (Syddjurs Kom);50;05/07/2022;594729;6228112
3314;70160460;9;701604609;AGRI;10,52361503;56,23201792;Agri (Syddjurs Kom);50;05/07/2022;594450;6232947
3315;70160470;9;701604709;VRÅ;10,52356300;56,25031000;Vrå (Syddjurs Kom);50;05/07/2022;594401;6234982
3316;70160480;1;701604801;GRØNFBYGGA;10,55205000;56,25303800;Grønfeld Byggade/Mejeribakken (Syddjurs Kom);80;05/07/2022;596160;6235325
3317;70160490;9;701604909;BASBALLE;10,55586149;56,24059970;Basballe (Syddjurs Kom);50;05/07/2022;596427;6233946
3318;70160640;9;701606409;EG;10,42439717;56,17896678;Eg (Syddjurs Kom);50;05/07/2022;588422;6226911
3319;70160650;9;701606509;LANDBORUP;10,39991451;56,17795413;Landborup (Syddjurs Kom);50;05/07/2022;586904;6226767
3320;70300010;1;703000101;LANGELSKØR;9,88695589;56,17756499;Langelinie/Skjørring (Skanderborg Kom);50;05/07/2022;555062;6226196
3321;70300010;2;703000102;LANGELSKØR;9,88703125;56,17748358;Langelinie/Skjørring (Skanderborg Kom);50;05/07/2022;555067;6226187
3322;70300030;1;703000301;GALTENTORV;9,90507101;56,15480200;Galten Torv (Skanderborg Kom);50;05/07/2022;556220;6223677
3323;70300030;2;703000302;GALTENTORV;9,90535848;56,15476624;Galten Torv (Skanderborg Kom);50;05/07/2022;556238;6223673
3324;70300030;3;703000303;GALTENTORV;9,90529501;56,15456752;Galten Torv (Skanderborg Kom);50;03/06/2021;556234;6223651
3325;70300035;1;703000351;RØDDIKVSØN;9,90196700;56,15005200;Røddikvej/Søndergade (Skanderborg Kom);50;05/07/2022;556034;6223146
3326;70300035;2;703000352;RØDDIKVSØN;9,90200800;56,14968000;Røddikvej/Søndergade (Skanderborg Kom);50;05/07/2022;556037;6223105
3327;70300036;1;703000361;PRÆSTDAMSØ;9,90251101;56,15146200;Præstdam/Søndergade (Skanderborg Kom);50;05/07/2022;556066;6223303
3328;70300036;2;703000362;PRÆSTDAMSØ;9,90288599;56,15198200;Præstdam/Søndergade (Skanderborg Kom);50;05/07/2022;556088;6223362
3329;70300040;1;703000401;GALTENSILK;9,89924000;56,14833100;Galten/Silkeborgvej (Skanderborg Kom);50;05/07/2022;555867;6222952
3330;70300040;2;703000402;GALTENSILK;9,89769400;56,14818500;Galten/Silkeborgvej (Skanderborg Kom);50;05/07/2022;555771;6222935
3331;70300041;1;703000411;SØRINGENSI;9,89164200;56,14835800;Søringen/Silkeborgvej (Skanderborg Kom);50;05/07/2022;555395;6222949
3332;70300041;2;703000412;SØRINGENSI;9,89140999;56,14819000;Søringen/Silkeborgvej (Skanderborg Kom);50;05/07/2022;555381;6222930
3333;70300050;1;703000501;ENGVEJLANG;9,96998365;56,18389616;Engvej/Langelinie (Skanderborg Kom);50;05/07/2022;560207;6226970
3334;70300050;2;703000502;ENGVEJLANG;9,97106900;56,18388300;Engvej/Langelinie (Skanderborg Kom);50;05/07/2022;560274;6226969
3335;70300051;1;703000511;HERSKIND;9,96422000;56,18424500;Herskind/Langelinie (Skanderborg Kom);50;05/07/2022;559848;6227004
3336;70300051;2;703000512;HERSKIND;9,96422601;56,18409000;Herskind/Langelinie (Skanderborg Kom);50;05/07/2022;559849;6226987
3337;70300060;1;703000601;STORRINGVÅ;9,94669300;56,14977300;Storringvej/Århusvej (Skanderborg Kom)rg);50;05/07/2022;558813;6223152
3338;70300060;2;703000602;STORRINGVÅ;9,94975334;56,14971264;Storringvej/Århusvej (Skanderborg Kom)rg);50;05/07/2022;559003;6223148
3339;70300070;1;703000701;HØRSLEVVEJ;9,94286589;56,15839695;Hørslevvej/Smedeskovvej (Skanderborg Kom);50;05/07/2022;558562;6224109
3340;70300070;2;703000702;HØRSLEVVEJ;9,94283301;56,15815400;Hørslevvej/Smedeskovvej (Skanderborg Kom);50;05/07/2022;558561;6224082
3341;70300072;1;703000721;SCHIØDTSMI;9,95169300;56,15890700;Schiødtsminde/Hørslevvej (Skanderborg Kom);50;05/07/2022;559110;6224173
3342;70300072;2;703000722;SCHIØDTSMI;9,95269900;56,15887000;Schiødtsminde/Hørslevvej (Skanderborg Kom);50;05/07/2022;559172;6224170
3343;70300073;1;703000731;SKOVBYPARK;9,94899000;56,15874900;Skovbyparken/Hørslevvej (Skanderborg Kom);50;05/07/2022;558942;6224153
3344;70300073;2;703000732;SKOVBYPARK;9,94893499;56,15858600;Skovbyparken/Hørslevvej (Skanderborg Kom);50;05/07/2022;558939;6224135
3345;70300074;1;703000741;SMEDEVÆNGE;9,94561600;56,15821300;Smedevænget/Hørslevvej (Skanderborg Kom);50;05/07/2022;558733;6224091
3346;70300074;2;703000742;SMEDEVÆNGE;9,94560001;56,15809800;Smedevænget/Hørslevvej (Skanderborg Kom);50;05/07/2022;558733;6224078
3347;70300077;1;703000771;ENGVANGSVE;9,94622800;56,15319700;Engvangsvej/Skovlundvej (Skanderborg Kom);50;05/07/2022;558779;6223533
3348;70300077;2;703000772;ENGVANGSVE;9,94602600;56,15319000;Engvangsvej/Skovlundvej (Skanderborg Kom);50;05/07/2022;558766;6223532
3349;70300078;1;703000781;RINGVSKOVL;9,94439164;56,15697911;Ringvejen/Skovlundvej (Skanderborg Kom);50;05/07/2022;558659;6223952
3350;70300090;1;703000901;GALTRØDDIK;9,92509300;56,15015200;Galten/Røddikvej (Skanderborg Kom);50;05/07/2022;557471;6223176
3351;70300090;2;703000902;GALTRØDDIK;9,92598200;56,15012000;Galten/Røddikvej (Skanderborg Kom);50;05/07/2022;557526;6223173
3352;70300100;1;703001001;SJELLE;9,93365800;56,18178300;Sjelle (Skanderborg Kom);50;05/07/2022;557955;6226704
3353;70300100;2;703001002;SJELLE;9,93404200;56,18170700;Sjelle (Skanderborg Kom);50;05/07/2022;557979;6226696
3354;70300110;1;703001101;SKJØRRINGV;9,88926853;56,17674042;Skjørringvej/Langelinje (Skanderborg Kom);50;05/07/2022;555207;6226106
3355;70300110;2;703001102;SKJØRRINGV;9,88940106;56,17677405;Skjørringvej/Langelinje (Skanderborg Kom);50;05/07/2022;555215;6226110
3356;70300111;1;703001111;SKJØKIR;9,88797500;56,17823267;Skjørring/Kirkevej (SKanderborg Kom);50;05/05/2021;555125;6226271
3357;70300120;1;703001201;KLINTEVFRI;9,91369300;56,15685600;Klintevej/Frichsvej (Skanderborg Kom);50;05/07/2022;556753;6223913
3358;70300120;2;703001202;KLINTEVFRI;9,91407799;56,15675200;Klintevej/Frichsvej (Skanderborg Kom);50;05/07/2022;556777;6223902
3359;70300121;1;703001211;FIRKLØVERV;9,91785700;56,15682100;Firkløvervej/Frichsvej (Skanderborg Kom);50;05/07/2022;557011;6223912
3360;70300121;2;703001212;FIRKLØVERV;9,91872388;56,15670362;Firkløvervej/Frichsvej (Skanderborg Kom);50;05/07/2022;557065;6223900
3361;70300122;1;703001221;ELVÆRKFRI;9,90829000;56,15689900;Elværksvej/Frichsvej (Skanderborg Kom);50;05/07/2022;556417;6223913
3362;70300122;2;703001222;ELVÆRKFRI;9,90826100;56,15679500;Elværksvej/Frichsvej (Skanderborg Kom);50;05/07/2022;556415;6223902
3363;70300130;9;703001309;GALLILLESK;9,90001862;56,16339353;Galten Lilleskole (Skanderborg Kom);50;05/07/2022;555894;6224629
3364;70300140;1;703001401;URSUSVÅRHU;9,95529700;56,15009100;Ursusvej/Århusvej (Skanderborg Kom);50;05/07/2022;559347;6223195
3365;70300140;2;703001402;URSUSVÅRHU;9,95661100;56,14996000;Ursusvej/Århusvej (Skanderborg Kom);50;05/07/2022;559429;6223181
3366;70300150;1;703001501;STJÆRØSTER;9,95494201;56,11709000;Stjær/Østerbro (Skanderborg Kom);50;05/07/2022;559376;6219522
3367;70300150;2;703001502;STJÆRØSTER;9,95579800;56,11694800;Stjær/Østerbro (Skanderborg Kom);50;05/07/2022;559429;6219507
3368;70300151;1;703001511;TOFTKÆRVEJ;9,95378700;56,11951000;Toftkærvej/Stjærvej (Skanderborg Kom);50;05/07/2022;559300;6219790
3369;70300151;2;703001512;TOFTKÆRVEJ;9,95362000;56,11942700;Toftkærvej/Stjærvej (Skanderborg Kom);50;05/07/2022;559290;6219781
3370;70300160;1;703001601;ÅRHUSVSKOV;9,94771900;56,15040400;Århusvej/Skovlundvej (Skanderborg Kom);50;05/07/2022;558876;6223223
3371;70300160;2;703001602;ÅRHUSVSKOV;9,94756100;56,15036000;Århusvej/Skovlundvej (Skanderborg Kom);50;05/07/2022;558866;6223218
3372;70300170;1;703001701;SKOVBYSMED;9,93954778;56,16057243;Skovby/Smedeskovvej (Skanderborg Kom);50;05/07/2022;558353;6224348
3373;70300170;2;703001702;SKOVBYSMED;9,94033098;56,15998692;Skovby/Smedeskovvej (Skanderborg Kom);50;05/07/2022;558402;6224284
3374;70300171;1;703001711;ØSTERGÅRDS;9,92343699;56,15992200;Østergårdsvej/Smedeskovvej (Skanderborg Kom);50;05/07/2022;557353;6224262
3375;70300171;2;703001712;ØSTERGÅRDS;9,92267100;56,15947900;Østergårdsvej/Smedeskovvej (Skanderborg Kom);50;05/07/2022;557306;6224212
3376;70300180;1;703001801;TINBÆKPARK;9,95647800;56,15910900;Tinbækparken/Hørslevvej (Skanderborg Kom);50;05/07/2022;559407;6224200
3377;70300180;2;703001802;TINBÆKPARK;9,95650401;56,15902100;Tinbækparken/Hørslevvej (Skanderborg Kom);50;05/07/2022;559408;6224190
3378;70300190;1;703001901;PRÆSTBROVE;9,96140000;56,18429900;Præstbrovej/Langelinie (Skanderborg Kom);50;05/07/2022;559673;6227007
3379;70300190;2;703001902;PRÆSTBROVE;9,96162000;56,18418500;Præstbrovej/Langelinie (Skanderborg Kom);50;05/07/2022;559687;6226995
3380;70300200;1;703002001;STORRINGKI;9,94057399;56,13651300;Storring/Kirkebakken (Skanderborg Kom);50;05/07/2022;558453;6221671
3381;70300200;2;703002002;STORRINGKI;9,94045600;56,13628900;Storring/Kirkebakken (Skanderborg Kom);50;05/07/2022;558446;6221646
3382;70300201;1;703002011;STJÆRVKIRK;9,94106399;56,13455900;Stjærvej/Kirkebakken (Skanderborg Kom);50;05/07/2022;558487;6221454
3383;70300201;2;703002012;STJÆRVKIRK;9,94086600;56,13470400;Stjærvej/Kirkebakken (Skanderborg Kom);50;05/07/2022;558474;6221470
3384;70300300;1;703003001;FRICHSVØST;9,92107600;56,15700700;Frichsvej/Østergårdsvej (Skanderborg Kom);50;05/07/2022;557211;6223936
3385;70300300;2;703003002;FRICHSVØST;9,92129201;56,15711100;Frichsvej/Østergårdsvej (Skanderborg Kom);50;05/07/2022;557224;6223947
3386;70300310;1;703003101;RØDDIKVØST;9,91871900;56,15094400;Røddikvej/Østergårdsvej (Skanderborg Kom);50;05/07/2022;557074;6223259
3387;70300310;2;703003102;RØDDIKVØST;9,91825300;56,15047500;Røddikvej/Østergårdsvej (Skanderborg Kom);50;05/07/2022;557045;6223206
3388;70338120;1;703381201;HERSKINDSK;9,96424137;56,19088112;Herskindskolen (Skanderborg Kom);50;05/07/2022;559839;6227742
3389;70500010;1;705000101;GRAUBAL;9,63003136;56,22623982;Grauballe (Silkeborg Kom);50;05/07/2022;539063;6231438
3390;70500010;2;705000102;GRAUBAL;9,62987999;56,22598100;Grauballe (Silkeborg Kom);50;05/07/2022;539054;6231409
3391;70500011;1;705000111;ALLINGSKGR;9,62310899;56,23804800;Allingskovgårdsvej/Grønbækvej (Silkeborg Kom);50;05/07/2022;538622;6232748
3392;70500011;2;705000112;ALLINGSKGR;9,62265700;56,23738700;Allingskovgårdsvej/Grønbækvej (Silkeborg Kom);50;05/07/2022;538595;6232674
3393;70500020;2;705000202;TOVSTRU;9,81575900;56,19085600;Tovstrup Stationsby (Silkeborg Kom);50;05/07/2022;550625;6227621
3394;70500030;1;705000301;ALLINGSKOV;9,62685227;56,25264686;Allingskovby (Silkeborg Kom);50;05/07/2022;538839;6234375
