;Stopkode;Pos.nr.;Kode til stoppunkt;Short name;Længdegrad;Breddegrad;Long name;GPS-radius;Oprettet;UTM32_Easting;UTM32_Northing
1;11000050;2;110000502;HOUF;10,25780728;55,91224930;Hou Havn (færge);50;13/05/2024;578621;6197028
2;50300503;2;503005032;KIRKLYRE;8,18029284;55,86783282;Kirkevej v Lyreskovskolen;50;05/07/2022;448702;6191673
3;50300503;9;503005039;KIRKLYRE;9,36913405;54,84118532;Kirkevej v Lyreskovskolen;100;05/07/2022;523706;6077181
4;50900125;1;509001251;SKAMBANK;9,56223472;55,41911370;Skamlingsbankens Rasteplads (Kolding);100;05/07/2022;535589;6141575
5;53100012;1;531000121;Havneby1;8,56438407;55,08637584;Havneby, Østre Havnevej v Havnepladsen (Rømø);100;05/07/2022;472194;6104489
6;55192250;1;551922501;Lufthvn;9,14691455;55,74654092;Billund Lufthavn / Billund Airport (bus);100;05/07/2022;509222;6177880
7;55192250;2;551922502;Lufthvn;9,14755711;55,74656628;Billund Lufthavn / Billund Airport (bus);100;05/07/2022;509262;6177883
8;55192250;3;551922503;Lufthvn;9,14773481;55,74657208;Billund Lufthavn / Billund Airport (bus);100;05/07/2022;509274;6177884
9;55192250;4;551922504;Lufthvn;9,14786100;55,74657570;Billund Lufthavn / Billund Airport (bus);100;05/07/2022;509282;6177884
10;55192250;5;551922505;Lufthvn;9,14798076;55,74658005;Billund Lufthavn / Billund Airport (bus);100;05/07/2022;509289;6177885
11;55192250;6;551922506;Lufthvn;9,14811596;55,74658368;Billund Lufthavn / Billund Airport (bus);100;05/07/2022;509298;6177885
12;55192250;7;551922507;Lufthvn;9,14824860;55,74658585;Billund Lufthavn / Billund Airport (bus);100;05/07/2022;509306;6177885
13;55192250;8;551922508;Lufthvn;8,50605328;55,90293727;Billund Lufthavn / Billund Airport (bus);100;05/07/2022;469116;6195387
14;55330010;1;553300101;NØRRE N;8,29061399;55,77729400;Nørre Nebel St. (bus);50;05/07/2022;455503;6181521
15;55330010;2;553300102;NØRRE N;8,29067899;55,77728099;Nørre Nebel St. (bus);50;05/07/2022;455507;6181519
16;55330050;1;553300501;Bredga1;8,28332699;55,78038000;Bredgade v Toften (Nørre Nebel);50;05/07/2022;455049;6181869
17;55330050;2;553300502;Bredga1;8,28307000;55,78029000;Bredgade v Toften (Nørre Nebel);50;05/07/2022;455033;6181859
18;55332050;1;553320501;RINGKØ2;8,49330499;55,75203000;Ringkøbingvej/Neder Hallumvej;50;05/07/2022;468196;6178598
19;55332050;2;553320502;RINGKØ2;8,49352199;55,75251900;Ringkøbingvej/Neder Hallumvej;50;05/07/2022;468210;6178652
20;55332050;3;553320503;RINGKØ2;8,49293284;55,75227648;Ringkøbingvej/Neder Hallumvej;50;05/07/2022;468173;6178625
21;55332060;9;553320609;HALLUMG;8,47640385;55,74758897;Hallumgade/Kvong;50;05/07/2022;467132;6178111
22;55332070;9;553320709;HALLUM;8,46418970;55,75350878;Hallum/Kvong;50;05/07/2022;466370;6178776
23;55332200;9;553322009;KVONG V;8,44121130;55,75669916;Kvong/Neder Hallumvej;50;05/07/2022;464931;6179142
24;55332990;0;553329900;LUNDE 1;8,36412530;55,75619986;Lunde St (tog);50;05/07/2022;460092;6179128
25;55332990;1;553329901;LUNDE 1;8,36412532;55,75619987;Lunde St (tog);50;05/07/2022;460092;6179128
26;56590010;1;565900101;GDRteSt;8,93191604;55,75858825;Grindsted Rutebilstation;50;05/07/2022;495727;6179213
27;56590010;2;565900102;GDRteSt;8,93180986;55,75870690;Grindsted Rutebilstation;50;05/07/2022;495720;6179226
28;56590010;3;565900103;GDRteSt;8,93173209;55,75881293;Grindsted Rutebilstation;50;05/07/2022;495715;6179238
29;56590010;4;565900104;GDRteSt;8,93163397;55,75891983;Grindsted Rutebilstation;50;05/07/2022;495709;6179250
30;56590010;5;565900105;GDRteSt;8,93153617;55,75902920;Grindsted Rutebilstation;50;05/07/2022;495703;6179262
31;56590010;6;565900106;GDRteSt;8,93143896;55,75912934;Grindsted Rutebilstation;50;05/07/2022;495697;6179273
32;56590010;7;565900107;GDRteSt;8,93136119;55,75922695;Grindsted Rutebilstation;50;05/07/2022;495692;6179284
33;56590010;8;565900108;GDRteSt;8,93128193;55,75932288;Grindsted Rutebilstation;50;05/07/2022;495687;6179295
34;56590040;1;565900401;Vester8;8,92648399;55,75374500;Vesterbrogade (Grindsted);50;05/07/2022;495385;6178675
35;56590040;2;565900402;Vester8;8,92674299;55,75400000;Vesterbrogade (Grindsted);50;05/07/2022;495402;6178703
36;56590070;1;565900701;VEJLE L;8,94484300;55,75546200;Ribersvej v Dalsøvej (Grindsted);50;05/07/2022;496538;6178865
37;56590070;2;565900702;VEJLE L;8,94513299;55,75576599;Ribersvej v Dalsøvej (Grindsted);50;05/07/2022;496556;6178898
38;56590070;3;565900703;VEJLE L;8,94486388;55,75447354;Ribersvej v Dalsøvej (Grindsted);50;05/07/2022;496539;6178755
39;56590090;9;565900909;Tingve1;8,96587799;55,76534012;Tingvejen v Mellemvej (Grindsted);50;05/07/2022;497859;6179963
40;56590110;1;565901101;Tnghsgd;8,92112406;55,75317433;Tinghusgade (Grindsted);100;05/07/2022;495049;6178611
41;56590110;2;565901102;Tnghsgd;8,92193237;55,75290648;Tinghusgade (Grindsted);50;05/07/2022;495100;6178582
42;56590210;1;565902101;ØSTERG3;8,93134400;55,75900800;Østergade v Vandkranen (Grindsted);50;05/07/2022;495691;6179260
43;56590210;2;565902102;ØSTERG3;8,93064999;55,75999600;Østergade v Vandkranen (Grindsted);50;05/07/2022;495648;6179370
44;56590820;1;565908201;GRINDS3;8,92488699;55,75878999;Grindsted, Vestre Allé v Vestergade;50;05/07/2022;495286;6179236
45;56590840;1;565908401;TEKNISK;8,94100100;55,76084400;Grindsted, Tårnvej 135 v skolen;50;05/07/2022;496297;6179464
46;56590840;2;565908402;TEKNISK;8,94102299;55,76101300;Grindsted, Tårnvej 135 v skolen;50;05/07/2022;496299;6179483
47;56590841;1;565908411;Tårnvej;8,93296799;55,76213800;Tårnvej v Chr Lundgaardsvej (Grindsted);50;05/07/2022;495793;6179608
48;56590841;2;565908412;Tårnvej;8,93135800;55,76192500;Tårnvej v Chr Lundgaardsvej (Grindsted);50;05/07/2022;495692;6179585
49;56590842;1;565908421;Tårnve1;8,94422800;55,75820700;Tårnvej v Industrivej (Grindsted);50;05/07/2022;496499;6179170
50;56594010;1;565940101;FILSKOV;9,02822999;55,81256999;Filskov, Stationsvej;50;05/07/2022;501769;6185219
51;56594010;2;565940102;FILSKOV;9,02815299;55,81240900;Filskov, Stationsvej;50;05/07/2022;501764;6185201
52;56595010;1;565950101;Sønder2;8,89217818;55,84041541;Sønder Omme/Stadion Allé;50;05/07/2022;493247;6188323
53;56595010;2;565950102;Sønder2;8,89218900;55,84036200;Sønder Omme/Stadion Allé;50;05/07/2022;493248;6188317
54;56595011;1;565950111;Sønde26;8,89731798;55,83862400;Sønder Omme, Rahbæksvej;50;05/07/2022;493569;6188123
55;56595011;2;565950112;Sønde26;8,89806499;55,83938600;Sønder Omme, Rahbæksvej;50;05/07/2022;493616;6188208
56;56595020;9;565950209;HERNIN1;8,88778991;55,84686569;Sønder Omme, Herningvej v Stakrogevej;50;05/07/2022;492974;6189042
57;56595021;1;565950211;Sønde30;8,88686699;55,84235000;Sønder Omme, Herningvej v Farvergade;50;05/07/2022;492915;6188539
58;56595021;2;565950212;Sønde30;8,88681017;55,84291364;Sønder Omme, Herningvej v Farvergade;50;05/07/2022;492911;6188602
59;56595030;1;565950301;Sønde11;8,89575299;55,83770400;Sønder Omme, Grindstedvej v åen;50;05/07/2022;493471;6188021
60;56595030;2;565950302;Sønde11;8,89598299;55,83770400;Sønder Omme, Grindstedvej v åen;50;05/07/2022;493485;6188021
61;56595031;1;565950311;Sønde29;8,89665034;55,83338310;Sønder Omme, Grindstedvej v Skovvang;50;05/07/2022;493526;6187540
62;56595031;2;565950312;Sønde29;8,89678099;55,83342400;Sønder Omme, Grindstedvej v Skovvang;50;05/07/2022;493534;6187545
63;56595130;9;565951309;SIMMELB;8,91370619;55,80887190;Simmelbrovej v Vilhelmsmindevej;50;05/07/2022;494591;6184811
64;57380990;0;573809900;VARDE 3;8,48434728;55,61604640;Varde St (tog);100;05/07/2022;467521;6163468
65;57380990;1;573809901;VARDE 3;8,48434730;55,61604641;Varde St (tog);100;05/07/2022;467521;6163468
66;57380990;2;573809902;VARDE 3;8,48434732;55,61604642;Varde St (tog);100;05/07/2022;467521;6163468
67;57382010;1;573820101;HORNE.;8,53239900;55,72327699;Horne, Højvangen (Varde);100;05/07/2022;470628;6175380
68;57382010;2;573820102;HORNE.;8,53256599;55,72326100;Horne, Højvangen (Varde);50;05/07/2022;470639;6175378
69;57382050;9;573820509;HindsNdrH;8,51011717;55,72390500;Hindsigvej/Ndr Hindsigvej;50;05/07/2022;469229;6175460
70;57382200;1;573822001;HORNE S;8,53147899;55,72530000;Horne Skole;50;05/07/2022;470572;6175606
71;57382200;2;573822002;HORNE S;8,53170999;55,72537999;Horne Skole;50;05/07/2022;470587;6175615
72;57382990;0;573829900;SIG ST;8,57712479;55,66573153;Sig St (tog);50;05/07/2022;473399;6168958
73;57382990;1;573829901;SIG ST;8,57712481;55,66573154;Sig St (tog);50;05/07/2022;473399;6168958
74;57382990;2;573829902;SIG ST;8,57712482;55,66573155;Sig St (tog);50;05/07/2022;473399;6168958
75;60180010;1;601800101;BRÆDSTRUP;9,60952015;55,97210384;Brædstrup Rtb. (Horsens Kom);50;05/07/2022;538041;6203142
76;60180010;2;601800102;BRÆDSTRUP;9,60938500;55,97228188;Brædstrup Rtb. (Horsens Kom);50;05/07/2022;538032;6203162
77;60180012;1;601800121;TINGHUS BR;9,61230319;55,97418239;Tinghuspladsen Brædstrup (Horsens Kom);50;05/07/2022;538213;6203375
78;60180012;2;601800122;TINGHUS BR;9,61208895;55,97417131;Tinghuspladsen Brædstrup (Horsens Kom);50;05/07/2022;538199;6203374
79;60180013;1;601800131;WARTHOES;9,61172077;55,97592089;Warthoesvej/Nørregade (Horsens Kom);50;05/07/2022;538175;6203568
80;60180013;2;601800132;WARTHOES;9,61142075;55,97618162;Warthoesvej/Nørregade (Horsens Kom);50;05/07/2022;538156;6203597
81;60180014;2;601800142;MØLLETOFTE;9,60851739;55,96893270;Mølletoften/Søgade (Horsens Kom);50;05/07/2022;537982;6202789
82;60180015;1;601800151;SØMOSE RIN;9,60130916;55,96053822;Sømosevej/Ring Bakke (Horsens Kom);50;05/07/2022;537540;6201850
83;60180015;2;601800152;SØMOSE RIN;9,60114358;55,96061263;Sømosevej/Ring Bakke (Horsens Kom);50;05/07/2022;537529;6201859
84;60180020;1;601800201;ÅSTRUPLUND;9,64225543;55,94275888;Åstruplund (Horsens Kom);50;05/07/2022;540114;6199895
85;60180020;2;601800202;ÅSTRUPLUND;9,64242493;55,94283549;Åstruplund (Horsens Kom);50;05/07/2022;540125;6199903
86;60180030;1;601800301;BURGÅRDE;9,60439188;56,00001138;Burgårde/Silkeborgvej (Horsens Kom);50;05/07/2022;537694;6206245
87;60180030;2;601800302;BURGÅRDE;9,60461271;56,00020698;Burgårde/Silkeborgvej (Horsens Kom);50;05/07/2022;537707;6206267
88;60180060;1;601800601;GAMMELSTRU;9,68179090;55,97804509;Gammelstrup (Horsens Kom);50;05/07/2022;542545;6203845
89;60180060;2;601800602;GAMMELSTRU;9,68171257;55,97800146;Gammelstrup (Horsens Kom);50;05/07/2022;542540;6203840
90;60180070;1;601800701;TØNNING;9,66263811;55,98855660;Tønning (Horsens Kom);50;05/07/2022;541339;6205004
91;60180070;2;601800702;TØNNING;9,66250161;55,98859364;Tønning (Horsens Kom);50;05/07/2022;541330;6205008
92;60180080;1;601800801;TRÆDEN;9,66953039;55,96871502;Træden (Horsens Kom);50;05/07/2022;541790;6202800
93;60180080;2;601800802;TRÆDEN;9,66939577;55,96871516;Træden (Horsens Kom);50;05/07/2022;541782;6202799
94;60180090;2;601800902;RING;9,58512389;55,95923505;Ring (Horsens Kom);50;05/07/2022;536531;6201697
95;60180100;1;601801001;LINDEALLE;9,61395353;55,96185381;Lindeallé/Søndergade (Horsens Kom);50;05/07/2022;538328;6202004
96;60180100;2;601801002;LINDEALLE;9,61338103;55,96214191;Lindeallé/Søndergade (Horsens Kom);50;05/07/2022;538292;6202035
97;60180130;9;601801309;TØNN TRÆD;9,66672009;55,98101186;Tønning-Træden Skole (Horsens Kom);50;05/07/2022;541601;6204166
98;60180140;2;601801402;RING RINGB;9,59176418;55,95806080;Ring/Ringbyvej (Horsens Kom);50;05/07/2022;536946;6201569
99;60180170;1;601801701;TRÆDEN KIR;9,66726339;55,97052135;Træden Kirke (Horsens Kom);50;05/07/2022;541647;6202999
100;60180170;2;601801702;TRÆDEN KIR;9,66727462;55,97060292;Træden Kirke (Horsens Kom);50;05/07/2022;541647;6203008
101;60180180;9;601801809;GAMMEST VE;9,68527149;55,97596167;Gammelstrup/Vestbirkvej (Horsens Kom);50;05/07/2022;542765;6203616
102;60180240;1;601802401;TØNNING ST;9,66597754;55,98464491;Tønning St. (Horsens Kom);50;05/07/2022;541551;6204570
103;60180240;2;601802402;TØNNING ST;9,66622203;55,98421693;Tønning St. (Horsens Kom);50;05/07/2022;541567;6204523
104;60180250;9;601802509;HAVBÆKVEJ;9,63242161;56,00977334;Havbækvej/Brokhøjvej (Horsens Kom);50;05/07/2022;539432;6207347
105;60180260;1;601802601;RIBEVEJ SI;9,60456500;56,00293000;Ribevej/Silkeborgvej (Horsens Kom);50;05/07/2022;537702;6206570
106;60180260;9;601802609;RIBEVEJ SI;9,60454557;56,00291769;Ribevej/Silkeborgvej (Horsens Kom);50;05/07/2022;537701;6206569
107;60180320;1;601803201;NØRREHUSV;9,60957768;55,97894989;Nørrehusvej/Nørregade (Horsens Kom);50;05/07/2022;538038;6203904
108;60180320;2;601803202;NØRREHUSV;9,60946741;55,97879153;Nørrehusvej/Nørregade (Horsens Kom);50;05/07/2022;538031;6203886
109;60180322;1;601803221;DAVDINGEVE;9,60751500;55,98133798;Davdingvej/Nørregade (Horsens Kom);50;05/07/2022;537907;6204169
110;60180322;2;601803222;DAVDINGEVE;9,60738653;55,98128580;Davdingvej/Nørregade (Horsens Kom);50;05/07/2022;537899;6204163
111;60180350;9;601803509;SØBÆKVE;9,61606500;55,99666500;Søbækvej/Brokhøjvej (Horsens Kom);50;05/07/2022;538425;6205879
112;60180370;1;601803701;SØNDERGÅR;9,61063946;55,96844145;Søndergården (Horsens Kom);50;05/07/2022;538115;6202735
113;60180370;2;601803702;SØNDERGÅR;9,61038091;55,96849161;Søndergården (Horsens Kom);50;05/07/2022;538098;6202740
114;60180371;1;601803711;KIRKEG SØN;9,61133661;55,96597508;Kirkegade/Søndergade (Horsens Kom);50;05/07/2022;538160;6202461
115;60180371;2;601803712;KIRKEG SØN;9,61108073;55,96616880;Kirkegade/Søndergade (Horsens Kom);50;05/07/2022;538144;6202482
116;60180372;1;601803721;SKOVVEJ SØ;9,61195774;55,96393882;Skovvejen/Søndergade (Horsens Kom);50;05/07/2022;538201;6202235
117;60180372;2;601803722;SKOVVEJ SØ;9,61172815;55,96390608;Skovvejen/Søndergade (Horsens Kom);50;05/07/2022;538187;6202231
118;60180400;1;601804001;TØNNIN4;9,66099158;55,98935364;Tønning/Tønningvej (Horsens Kom);50;05/07/2022;541235;6205091
119;60180400;2;601804002;TØNNIN4;9,66083086;55,98928123;Tønning/Tønningvej (Horsens Kom);50;05/07/2022;541225;6205083
120;60181010;1;601810101;NIM;9,68551429;55,92662302;Nim (Horsens Kom);50;05/07/2022;542834;6198125
121;60181010;2;601810102;NIM;9,68521642;55,92661550;Nim (Horsens Kom);50;05/07/2022;542816;6198124
122;60181040;1;601810401;TORP;9,71933648;55,94277780;Torp (Horsens Kom);50;05/07/2022;544929;6199944
123;60181040;2;601810402;TORP;9,71922207;55,94279319;Torp (Horsens Kom);50;05/07/2022;544922;6199946
124;60181050;1;601810501;UNDERUP;9,69281100;55,94498088;Underup (Horsens Kom);50;05/07/2022;543270;6200172
125;60181050;2;601810502;UNDERUP;9,69267586;55,94496360;Underup (Horsens Kom);50;05/07/2022;543261;6200170
126;60181080;1;601810801;MOSEGÅR;9,68879440;55,92363437;Mosegårdsvej/Hovedgaden (Horsens Kom);50;05/07/2022;543042;6197794
127;60181080;2;601810802;MOSEGÅR;9,68849097;55,92367233;Mosegårdsvej/Hovedgaden (Horsens Kom);50;05/07/2022;543023;6197798
128;60181100;9;601811009;UNDERUP SK;9,69006157;55,93955696;Underup/Skanderborgvej (Horsens Kom);50;05/07/2022;543104;6199567
129;60181110;9;601811109;NIM UNDER;9,68556717;55,93241625;Nim-Underup Skole (Horsens Kom);50;05/07/2022;542831;6198770
130;60181120;1;601811201;NIM PRÆSTE;9,68228587;55,92704723;Nim/Præstevænget (Horsens Kom);50;05/07/2022;542632;6198170
131;60181120;2;601811202;NIM PRÆSTE;9,68254054;55,92709165;Nim/Præstevænget (Horsens Kom);50;05/07/2022;542648;6198175
132;60181200;1;601812001;UNDERUP BY;9,69551955;55,94313868;Underup/Bygaden (Horsens Kom);50;05/07/2022;543441;6199969
133;60181200;2;601812002;UNDERUP BY;9,69546510;55,94306691;Underup/Bygaden (Horsens Kom);50;05/07/2022;543437;6199961
134;60181210;1;601812101;BRESTENBRO;9,65425000;55,93562818;Brestenbro (Horsens Kom);50;05/07/2022;540871;6199108
135;60181210;2;601812102;BRESTENBRO;9,65410574;55,93560026;Brestenbro (Horsens Kom);50;05/07/2022;540862;6199105
136;60182010;1;601820101;HÅRUP;9,60242646;55,92513551;Hårup (Horsens Kom);50;05/07/2022;537644;6197911
137;60182010;2;601820102;HÅRUP;9,60211768;55,92502032;Hårup (Horsens Kom);50;05/07/2022;537625;6197898
138;60182040;1;601820401;FØVLING KI;9,60482306;55,93507786;Føvling Kirke (Horsens Kom);50;05/07/2022;537784;6199019
139;60182040;2;601820402;FØVLING KI;9,60464126;55,93486012;Føvling Kirke (Horsens Kom);50;05/07/2022;537773;6198994
140;60182120;2;601821202;TYRSTING;9,56474386;55,94739886;Tyrsting (Horsens Kom);50;05/07/2022;535269;6200369
141;60182130;9;601821309;TYRSTINGGÅ;9,53971770;55,93604938;Tyrstinggård (Horsens Kom);50;05/07/2022;533716;6199093
142;60182140;9;601821409;TYRSTINGVE;9,52116991;55,93867585;Tyrstingvej/Tirsvadvej (Horsens Kom);50;05/07/2022;532555;6199377
143;60184010;1;601840101;GL RYVEJ G;9,64315518;56,02082938;Gl. Ryvej/Gudenåvej (Horsens Kom);50;05/07/2022;540090;6208584
144;60184010;2;601840102;GL RYVEJ G;9,64320919;56,02072529;Gl. Ryvej/Gudenåvej (Horsens Kom);50;05/07/2022;540093;6208572
145;60184030;1;601840301;ADDIT SILK;9,60704056;56,03645072;Addit/Silkeborgvej (Horsens Kom);50;05/07/2022;537823;6210302
146;60184030;2;601840302;ADDIT SILK;9,60731595;56,03617157;Addit/Silkeborgvej (Horsens Kom);50;05/07/2022;537841;6210271
147;60184040;1;601840401;VOERVAD GU;9,69603100;56,01384100;Voervadsbro/Gudenåvej (Horsens Kom);50;05/07/2022;543394;6207838
148;60184040;2;601840402;VOERVAD GU;9,69621701;56,01393400;Voervadsbro/Gudenåvej (Horsens Kom);50;05/07/2022;543405;6207849
149;60184050;1;601840501;VOERVAD MØ;9,69807800;56,01345900;Voervadsbro/Møldrupvej (Horsens Kom);50;05/07/2022;543522;6207797
150;60184050;2;601840502;VOERVAD MØ;9,69809501;56,01314200;Voervadsbro/Møldrupvej (Horsens Kom);50;05/07/2022;543523;6207762
151;60184100;1;601841001;SDR VIS BR;9,63974598;56,01760089;Sdr. Vissing/Brokhøjvej (Horsens Kom);50;05/07/2022;539881;6208223
152;60184100;2;601841002;SDR VIS BR;9,63959746;56,01762848;Sdr. Vissing/Brokhøjvej (Horsens Kom);50;05/07/2022;539871;6208226
153;60184110;1;601841101;SDR VIS SI;9,60938157;56,02198882;Sdr. Vissingvej/Silkeborgvej (Horsens Kom);50;05/07/2022;537983;6208694
154;60184110;2;601841102;SDR VIS SI;9,60944041;56,02329244;Sdr. Vissingvej/Silkeborgvej (Horsens Kom);50;05/07/2022;537986;6208839
155;60184160;1;601841601;HOLMEDA;9,70290601;56,01542900;Holmedal (Horsens Kom);50;05/07/2022;543820;6208019
156;60184160;2;601841602;HOLMEDA;9,70271200;56,01548600;Holmedal (Horsens Kom);50;05/07/2022;543808;6208025
157;60185010;1;601850101;KIRSTINELU;9,73863800;56,02479200;Kirstinelund/Holmedal (Skanderborg Kom);50;05/07/2022;546037;6209084
158;60185010;2;601850102;KIRSTINELU;9,73867000;56,02490000;Kirstinelund/Holmedal (Skanderborg Kom);50;05/07/2022;546039;6209097
159;60185011;1;601850111;VOERLADEGÅ;9,73342599;56,02441600;Voerladegård (Skanderborg Kom );50;05/07/2022;545712;6209039
160;60185011;2;601850112;VOERLADEGÅ;9,73422400;56,02460200;Voerladegård (Skanderborg Kom );50;05/07/2022;545762;6209060
161;60185020;1;601850201;DØRUP;9,75932500;56,02469100;Dørup (Skanderborg Kom);50;05/07/2022;547326;6209087
162;60185020;2;601850202;DØRUP;9,76041800;56,02482300;Dørup (Skanderborg Kom);50;05/07/2022;547394;6209103
163;60185030;1;601850301;HEM;9,78208500;56,02194500;Hem (Skanderborg Kom);50;05/07/2022;548748;6208797
164;60185030;2;601850302;HEM;9,78213201;56,02204900;Hem (Skanderborg Kom);50;05/07/2022;548751;6208809
165;60185031;1;601850311;LANGKJÆR;9,79594399;56,02379000;Langkjær (Skanderborg Kom);50;05/07/2022;549610;6209013
166;60185031;2;601850312;LANGKJÆR;9,79500199;56,02401700;Langkjær (Skanderborg Kom);50;05/07/2022;549551;6209037
167;60185040;1;601850401;VOERLADE S;9,73151200;56,02440600;Voerladegård Skole (Skanderborg Kom);50;05/07/2022;545593;6209037
168;60185040;2;601850402;VOERLADE S;9,73161600;56,02443600;Voerladegård Skole (Skanderborg Kom);50;05/07/2022;545600;6209040
169;60915010;1;609150101;ØSTBIRK;9,74750873;55,96691070;Østbirk (Horsens Kom);50;05/07/2022;546659;6202649
170;60915010;2;609150102;ØSTBIRK;9,74776697;55,96691751;Østbirk (Horsens Kom);50;05/07/2022;546675;6202650
171;60915020;1;609150201;VESTBIRK;9,71741168;55,96539426;Vestbirk (Horsens Kom);50;05/07/2022;544782;6202460
172;60915020;2;609150202;VESTBIRK;9,71753654;55,96545804;Vestbirk (Horsens Kom);50;05/07/2022;544790;6202467
173;60915030;1;609150301;SATTRUP;9,78691240;55,95327246;Sattrup (Horsens Kom);50;05/07/2022;549136;6201158
174;60915030;2;609150302;SATTRUP;9,78688282;55,95318858;Sattrup (Horsens Kom);50;05/07/2022;549134;6201149
175;60915040;1;609150401;STENBJERG;9,78579266;55,94529051;Stenbjerg (Horsens Kom);50;05/07/2022;549076;6200269
176;60915040;9;609150409;STENBJERG;9,78585224;55,94517428;Stenbjerg (Horsens Kom);50;05/07/2022;549080;6200256
177;60915070;1;609150701;SANDVAD;9,72394862;55,98070420;Sandvad  (Horsens Kom);50;05/07/2022;545173;6204168
178;60915070;2;609150702;SANDVAD;9,72383652;55,98077420;Sandvad  (Horsens Kom);50;05/07/2022;545166;6204176
179;60915110;1;609151101;ØSTBIRK SK;9,75635079;55,96264247;Østbirk Skole (Horsens Kom);50;05/07/2022;547216;6202180
180;60915110;2;609151102;ØSTBIRK SK;9,75600821;55,96246200;Østbirk Skole (Horsens Kom);50;05/07/2022;547195;6202159
181;60915110;9;609151109;ØSTBIRK SK;9,75868902;55,96362503;Østbirk Skole (Horsens Kom);50;05/07/2022;547361;6202291
182;60915120;1;609151201;ØSTBIRK RY;9,74804100;55,96878500;Østbirk/Ryvej (Horsens Kom);50;05/07/2022;546690;6202858
183;60915121;1;609151211;ROSENS STO;9,75008876;55,96652094;Rosengade/Storegade (Horsens Kom);50;05/07/2022;546821;6202607
184;60915121;2;609151212;ROSENS STO;9,75053269;55,96601457;Rosengade/Storegade (Horsens Kom);50;05/07/2022;546849;6202551
185;60915150;1;609151501;ØSTVEJ STO;9,76003209;55,96032445;Østvej/Storegade (Horsens Kom);50;05/07/2022;547449;6201924
186;60915150;2;609151502;ØSTVEJ STO;9,75992748;55,96027043;Østvej/Storegade (Horsens Kom);50;05/07/2022;547443;6201918
187;60916010;1;609160101;JORDKILDE;9,92246863;55,91259381;Jordkildevej/Serridslevej (Horsens Kom);50;05/07/2022;557661;6196736
188;60916010;2;609160102;JORDKILDE;9,92210637;55,91245232;Jordkildevej/Serridslevej (Horsens Kom);50;05/07/2022;557638;6196719
189;60916030;1;609160301;GEDVED;9,84368033;55,93381220;Gedved (Horsens Kom);50;05/07/2022;552707;6199034
190;60916030;2;609160302;GEDVED;9,84345174;55,93367581;Gedved (Horsens Kom);50;05/07/2022;552693;6199019
191;60916031;1;609160311;HØJBOVEJ;9,84221086;55,93089253;Højbovej/Egebjergvej  (Horsens Kom);50;05/07/2022;552619;6198708
192;60916031;2;609160312;HØJBOVEJ;9,84198923;55,93092050;Højbovej/Egebjergvej  (Horsens Kom);50;05/07/2022;552605;6198711
193;60916080;1;609160801;ENGVEJ SKA;9,84825174;55,93917658;Engvej/Skanderborgvej (Horsens Kom);50;05/07/2022;552985;6199635
194;60916080;2;609160802;ENGVEJ SKA;9,84805463;55,93926782;Engvej/Skanderborgvej (Horsens Kom);50;05/07/2022;552973;6199645
195;60916100;1;609161001;GEDVED MAR;9,81570477;55,93532865;Gedved Mark (Horsens Kom);50;05/07/2022;550958;6199182
196;60916100;2;609161002;GEDVED MAR;9,81570347;55,93524808;Gedved Mark (Horsens Kom);50;05/07/2022;550958;6199173
197;60916110;1;609161101;HOVEDSK;9,95714680;55,94014678;Hovedgård Skole (Horsens Kom);50;05/07/2022;559786;6199831
198;60916110;2;609161102;HOVEDSK;9,95710472;55,94000225;Hovedgård Skole (Horsens Kom);50;05/07/2022;559783;6199815
199;60916111;1;609161111;SKOVBRYNET;9,96006177;55,94276121;Skovbrynet/Horsensvej (Horsens Kom);50;05/07/2022;559964;6200125
200;60916111;2;609161112;SKOVBRYNET;9,95978461;55,94274927;Skovbrynet/Horsensvej (Horsens Kom);50;05/07/2022;559947;6200123
201;60916190;1;609161901;GRUMSTRUP;9,98997795;55,96001025;Grumstrup/Gl. Aarhus Landevej (Horsens Kom);50;05/07/2022;561805;6202071
202;60916190;2;609161902;GRUMSTRUP;9,98964752;55,96008525;Grumstrup/Gl. Aarhus Landevej (Horsens Kom);50;05/07/2022;561784;6202079
203;60916191;1;609161911;VEDSLETVEJ;10,00515000;55,97090888;Vedsletsvej/Gl. Århusvej (Horsens Kom);50;05/07/2022;562734;6203297
204;60916191;2;609161912;VEDSLETVEJ;10,00453936;55,97077852;Vedsletsvej/Gl. Århusvej (Horsens Kom);50;05/07/2022;562696;6203282
205;60916220;1;609162201;ØSTERG HOV;9,96454222;55,94831439;Østergade/Hovedgårdsvej (Horsens Kom);50;05/07/2022;560235;6200747
206;60916220;2;609162202;ØSTERG HOV;9,96468252;55,94839757;Østergade/Hovedgårdsvej (Horsens Kom);50;05/07/2022;560244;6200756
207;60916230;1;609162301;HOVEDGÅRD;9,96240459;55,94659116;Hovedgård Gl. Station (Horsens Kom);50;05/07/2022;560104;6200553
208;60916240;1;609162401;ELLINGEV;9,85558611;55,94639825;Ellingvej/Skanderborgvej (Horsens Kom);50;05/07/2022;553434;6200444
209;60916240;2;609162402;ELLINGEV;9,85508058;55,94629646;Ellingvej/Skanderborgvej (Horsens Kom);50;05/07/2022;553402;6200432
